"","code","class","light_order","light_colour","light_type","type_order","light_side","control_side","species","trial_number","wing_length","mls","light_mode","control_light","LightFact","TypeFact","total_new"
"2711","MIDDLE",4,"4","white","flashing","2","left","right","blonde","20",27.627,"under","off","control","off","off",29.227
"2811","MIDDLE",3,"1","amber","continuous","2","right","left","spotted","21",31.901,"under","off","control","off","off",62.415
"2911","MIDDLE",3,"3","blue","continuous","2","right","left","spotted","21",31.901,"under","off","control","off","off",200.455
"3011","MIDDLE",4,"5","green","flashing","1","right","left","spotted","21",31.901,"under","off","control","off","off",277.723
"3111","MIDDLE",4,"1","royalblue","flashing","1","right","left","spotted","21",31.901,"under","off","control","off","off",85.548
"3211","MIDDLE",4,"2","white","continuous","2","left","right","spotted","21",31.901,"under","off","control","off","off",128.892
"3311","MIDDLE",4,"4","amber","continuous","2","left","right","spotted","23",48.91,"over","off","control","off","off",281.431
"3411","MIDDLE",2,"6","blue","continuous","2","left","right","spotted","23",48.91,"over","off","control","off","off",220.087
"358","MIDDLE",4,"5","amber","flashing","1","left","right","blonde","24",24.916,"under","off","control","off","off",156.168
"362","MIDDLE",3,"3","white","flashing","1","left","right","blonde","24",24.916,"under","off","control","off","off",102.904
"372","stationary_control_stop",8,"2","green","continuous","1","right","left","spotted","1",47.792,"over","off","control","off","off",23.299
"382","stationary_control_stop",8,"3","red","continuous","2","right","left","spotted","1",47.792,"over","off","control","off","off",58.329
"392","stationary_control_stop",8,"4","red","flashing","1","right","left","spotted","1",47.792,"over","off","control","off","off",86.229
"402","stationary_control_stop",8,"4","royalblue","continuous","2","left","right","spotted","1",47.792,"over","off","control","off","off",96.438
"413","stationary_control_stop",8,"1","white","flashing","2","left","right","spotted","1",47.792,"over","off","control","off","off",30.246
"422","stationary_control_stop",8,"1","amber","flashing","2","left","right","spotted","3",37.201,"under","off","control","off","off",205.76
"432","stationary_control_stop",8,"3","green","flashing","2","left","right","spotted","3",37.201,"under","off","control","off","off",225.435
"442","stationary_control_stop",8,"2","green","flashing","2","right","left","spotted","4",32.184,"under","off","control","off","off",52.466
"452","stationary_control_stop",8,"2","green","continuous","2","left","right","blonde","5",53.026,"over","off","control","off","off",143.433
"462","stationary_control_stop",6,"6","green","continuous","2","left","right","blonde","7",22.092,"under","off","control","off","off",42.759
"472","stationary_control_stop",8,"1","red","flashing","1","left","right","blonde","7",22.092,"under","off","control","off","off",50.715
"482","stationary_control_stop",8,"1","green","continuous","2","left","right","spotted","10",33.765,"under","off","control","off","off",88.671
"492","stationary_control_stop",8,"2","royalblue","continuous","2","right","left","smalleye","12",42.69,"under","off","control","off","off",20.136
"502","stationary_control_stop",8,"5","royalblue","flashing","1","left","right","smalleye","12",42.69,"under","off","control","off","off",49.767
"513","stationary_control_stop",8,"2","white","continuous","1","left","right","smalleye","13",41.709,"under","off","control","off","off",114.714
"522","stationary_control_stop",8,"2","white","flashing","2","right","left","blonde","14",19.584,"under","off","control","off","off",43.9589999999999
"532","stationary_control_stop",8,"4","amber","continuous","2","left","right","blonde","15",18.886,"under","off","control","off","off",78.606
"542","stationary_control_stop",8,"1","blue","continuous","1","left","right","blonde","16",16.53,"under","off","control","off","off",86.088
"552","stationary_control_stop",8,"6","red","continuous","2","left","right","blonde","19",28.603,"under","off","control","off","off",143.69
"562","stationary_control_stop",8,"3","blue","flashing","2","left","right","blonde","20",27.627,"under","off","control","off","off",277.231
"572","stationary_control_stop",8,"3","blue","flashing","1","right","left","spotted","21",31.901,"under","off","control","off","off",93.352
"582","stationary_control_stop",8,"1","white","flashing","1","right","left","spotted","23",48.91,"over","off","control","off","off",30.802
"592","stationary_control_stop",8,"5","red","continuous","2","left","right","blonde","24",24.916,"under","off","control","off","off",119.471
"602","stationary_control_stop",8,"3","white","continuous","2","left","right","blonde","24",24.916,"under","off","control","off","off",51.824
"613","stationary_control_stop",8,"1","blue","flashing","2","left","right","blonde","25",28.174,"under","off","control","off","off",181.381
"622","stationary_control_stop",8,"3","green","flashing","2","left","right","blonde","25",28.174,"under","off","control","off","off",60.438
"632","stationary_control_stop",8,"1","blue","flashing","1","left","right","blonde","26",20.015,"under","off","control","off","off",64.171
"642","stationary_control_stop",8,"1","white","continuous","2","left","right","blonde","26",20.015,"under","off","control","off","off",100.062
"652","MIDDLE",2,"1","white","continuous","1","left","right","spotted","1",47.792,"over","off","light","off","off",156.832
"662","MIDDLE",2,"2","royalblue","flashing","2","right","left","spotted","3",37.201,"under","off","light","off","off",167.179
"672","MIDDLE",2,"2","amber","flashing","2","left","right","spotted","4",32.184,"under","off","light","off","off",81.963
"682","MIDDLE",2,"2","green","flashing","2","right","left","spotted","4",32.184,"under","off","light","off","off",80.495
"692","MIDDLE",2,"1","blue","continuous","2","right","left","blonde","5",53.026,"over","off","light","off","off",201.717
"702","MIDDLE",2,"1","royalblue","flashing","1","left","right","blonde","5",53.026,"over","off","light","off","off",260.775
"713","MIDDLE",2,"1","amber","continuous","2","right","left","blonde","7",22.092,"under","off","light","off","off",135.9
"722","MIDDLE",2,"6","blue","flashing","1","right","left","blonde","7",22.092,"under","off","light","off","off",291.177
"732","MIDDLE",1,"1","green","flashing","2","right","left","blonde","8",23.02,"under","off","light","off","off",72.871
"742","MIDDLE",1,"2","red","continuous","1","right","left","blonde","8",23.02,"under","off","light","off","off",11.403
"751","MIDDLE",6,"1","amber","continuous","2","right","left","blonde","9",22.637,"under","off","light","off","off",233.105
"761","MIDDLE",1,"2","royalblue","continuous","2","right","left","spotted","10",33.765,"under","off","light","off","off",3.267
"771","MIDDLE",2,"5","royalblue","flashing","1","left","right","smalleye","12",42.69,"under","off","light","off","off",195.7
"781","MIDDLE",2,"1","red","continuous","1","right","left","smalleye","13",41.709,"under","off","light","off","off",162.781
"791","MIDDLE",2,"3","royalblue","continuous","2","right","left","blonde","15",18.886,"under","off","light","off","off",97.105
"801","MIDDLE",2,"1","blue","continuous","1","left","right","blonde","20",27.627,"under","off","light","off","off",217.921
"812","MIDDLE",2,"2","red","flashing","1","left","right","spotted","21",31.901,"under","off","light","off","off",300
"821","MIDDLE",2,"4","white","flashing","1","left","right","spotted","21",31.901,"under","off","light","off","off",255.65
"831","MIDDLE",2,"3","white","continuous","2","right","left","spotted","23",48.91,"over","off","light","off","off",300
"841","MIDDLE",2,"1","white","flashing","1","right","left","spotted","23",48.91,"over","off","light","off","off",39.317
"851","MIDDLE",2,"2","amber","continuous","2","right","left","blonde","24",24.916,"under","off","light","off","off",133.289
"861","MIDDLE",2,"4","amber","flashing","2","right","left","blonde","25",28.174,"under","off","light","off","off",77.557
"871","MIDDLE",2,"5","royalblue","flashing","2","right","left","blonde","25",28.174,"under","off","light","off","off",300
"881","stationary_light_stop",6,"6","amber","continuous","2","left","right","spotted","1",47.792,"over","off","light","off","off",51.333
"891","stationary_light_stop",6,"6","amber","flashing","1","right","left","spotted","1",47.792,"over","off","light","off","off",228.534
"901","stationary_light_stop",6,"3","blue","flashing","1","left","right","spotted","1",47.792,"over","off","light","off","off",224.634
"912","stationary_light_stop",6,"3","red","continuous","2","right","left","spotted","1",47.792,"over","off","light","off","off",36.901
"921","stationary_light_stop",6,"1","white","flashing","2","left","right","spotted","1",47.792,"over","off","light","off","off",36.586
"931","stationary_light_stop",6,"5","royalblue","flashing","1","right","left","spotted","2",33.627,"under","off","light","off","off",26.801
"941","stationary_light_stop",6,"5","red","continuous","1","right","left","spotted","3",37.201,"under","off","light","off","off",173.366
"951","stationary_light_stop",6,"4","red","flashing","2","right","left","spotted","3",37.201,"under","off","light","off","off",175
"961","stationary_light_stop",6,"3","blue","flashing","2","right","left","spotted","4",32.184,"under","off","light","off","off",160.049
"971","stationary_light_stop",6,"5","amber","flashing","1","left","right","blonde","5",53.026,"over","off","light","off","off",290.318
"981","stationary_light_stop",6,"3","blue","flashing","1","left","right","blonde","5",53.026,"over","off","light","off","off",17.934
"991","stationary_light_stop",6,"2","white","continuous","1","right","left","blonde","6",15.871,"under","off","light","off","off",55.128
"1001","stationary_light_stop",6,"2","amber","flashing","1","right","left","blonde","7",22.092,"under","off","light","off","off",109.002
"1012","stationary_light_stop",6,"5","red","continuous","2","right","left","blonde","7",22.092,"under","off","light","off","off",135.817
"1021","stationary_light_stop",6,"1","red","flashing","1","left","right","blonde","7",22.092,"under","off","light","off","off",84.267
"1031","stationary_light_stop",6,"3","white","continuous","2","right","left","blonde","7",22.092,"under","off","light","off","off",86.695
"1041","stationary_light_stop",6,"5","blue","flashing","1","right","left","spotted","10",33.765,"under","off","light","off","off",104.934
"1051","stationary_light_stop",6,"1","amber","continuous","1","left","right","smalleye","12",42.69,"under","off","light","off","off",23.202
"1061","stationary_light_stop",6,"6","blue","continuous","2","right","left","smalleye","12",42.69,"under","off","light","off","off",63.47
"1071","stationary_light_stop",6,"2","royalblue","continuous","2","right","left","smalleye","12",42.69,"under","off","light","off","off",20.697
"1081","stationary_light_stop",6,"1","red","flashing","2","right","left","smalleye","13",41.709,"under","off","light","off","off",39.986
"1091","stationary_light_stop",6,"4","red","continuous","1","right","left","blonde","14",19.584,"under","off","light","off","off",91.297
"1102","stationary_light_stop",6,"3","royalblue","flashing","2","left","right","blonde","14",19.584,"under","off","light","off","off",166.61
"1112","stationary_light_stop",6,"2","red","flashing","2","right","left","blonde","16",16.53,"under","off","light","off","off",113.727
"1121","stationary_light_stop",6,"2","white","continuous","2","right","left","blonde","16",16.53,"under","off","light","off","off",151.056
"1131","stationary_light_stop",6,"4","amber","flashing","2","left","right","blonde","19",28.603,"under","off","light","off","off",95.266
"1141","stationary_light_stop",6,"1","red","flashing","2","left","right","blonde","20",27.627,"under","off","light","off","off",27.013
"1151","stationary_light_stop",6,"3","blue","flashing","1","right","left","spotted","21",31.901,"under","off","light","off","off",33.96
"1161","stationary_light_stop",6,"1","amber","continuous","1","right","left","blonde","25",28.174,"under","off","light","off","off",125.829
"1171","END",0,"5","blue","continuous","2","right","left","spotted","1",47.792,"over","on","control","blue","continuous",300
"1181","END",0,"3","blue","flashing","1","left","right","spotted","1",47.792,"over","on","control","blue","flashing",19.9
"1191","END",0,"2","green","continuous","1","right","left","spotted","1",47.792,"over","on","control","green","continuous",149.835
"1201","END",0,"5","royalblue","flashing","1","left","right","spotted","1",47.792,"over","on","control","royalblue","flashing",300
"1212","END",0,"3","green","flashing","2","left","right","spotted","3",37.201,"under","on","control","green","flashing",90.5
"1221","END",0,"6","white","continuous","1","left","right","spotted","3",37.201,"under","on","control","white","continuous",300
"1231","END",0,"5","white","flashing","2","left","right","spotted","3",37.201,"under","on","control","white","flashing",294.1
"1241","END",0,"3","blue","flashing","2","right","left","spotted","4",32.184,"under","on","control","blue","flashing",226.004
"1251","END",0,"1","royalblue","continuous","1","left","right","spotted","4",32.184,"under","on","control","royalblue","continuous",300
"1261","END",0,"2","white","flashing","2","right","left","blonde","5",53.026,"over","on","control","white","flashing",300
"1271","END",0,"3","blue","continuous","1","left","right","blonde","6",15.871,"under","on","control","blue","continuous",248.173
"1281","END",0,"2","blue","continuous","2","left","right","blonde","7",22.092,"under","on","control","blue","continuous",282.783
"1291","END",0,"4","green","flashing","1","left","right","blonde","7",22.092,"under","on","control","green","flashing",300
"1301","END",0,"1","red","flashing","1","left","right","blonde","7",22.092,"under","on","control","red","flashing",189.882
"1312","END",0,"3","amber","flashing","2","right","left","blonde","8",23.02,"under","on","control","amber","flashing",300
"1321","END",0,"2","green","continuous","2","left","right","blonde","9",22.637,"under","on","control","green","continuous",136.585
"1331","END",0,"6","amber","flashing","1","left","right","spotted","10",33.765,"under","on","control","amber","flashing",251.761
"1341","END",0,"2","green","flashing","2","left","right","spotted","10",33.765,"under","on","control","green","flashing",300
"1351","END",0,"6","blue","continuous","2","right","left","smalleye","12",42.69,"under","on","control","blue","continuous",300
"1361","END",0,"1","green","flashing","1","left","right","smalleye","12",42.69,"under","on","control","green","flashing",300
"1371","END",0,"2","green","flashing","2","left","right","smalleye","13",41.709,"under","on","control","green","flashing",300
"1381","END",0,"3","royalblue","flashing","2","left","right","blonde","14",19.584,"under","on","control","royalblue","flashing",300
"1391","END",0,"2","blue","flashing","1","left","right","blonde","15",18.886,"under","on","control","blue","flashing",300
"1401","END",0,"5","red","continuous","2","right","left","blonde","15",18.886,"under","on","control","red","continuous",300
"1412","END",0,"3","amber","continuous","1","left","right","blonde","16",16.53,"under","on","control","amber","continuous",300
"1421","END",0,"3","royalblue","flashing","1","right","left","blonde","19",28.603,"under","on","control","royalblue","flashing",300
"1431","END",0,"3","blue","flashing","2","left","right","blonde","20",27.627,"under","on","control","blue","flashing",202.352
"1441","END",0,"1","red","flashing","2","left","right","blonde","20",27.627,"under","on","control","red","flashing",300
"1451","END",0,"4","white","flashing","2","left","right","blonde","20",27.627,"under","on","control","white","flashing",300
"1461","END",0,"5","green","flashing","1","right","left","spotted","21",31.901,"under","on","control","green","flashing",300
"1471","END",0,"1","royalblue","flashing","1","right","left","spotted","21",31.901,"under","on","control","royalblue","flashing",300
"1481","END",0,"4","amber","continuous","2","left","right","spotted","23",48.91,"over","on","control","amber","continuous",300
"1491","END",0,"5","amber","flashing","1","left","right","blonde","24",24.916,"under","on","control","amber","flashing",300
"1501","END",0,"1","blue","continuous","2","left","right","blonde","24",24.916,"under","on","control","blue","continuous",78.708
"1512","END",0,"3","white","continuous","2","left","right","blonde","24",24.916,"under","on","control","white","continuous",50.679
"1521","END",0,"3","white","flashing","1","left","right","blonde","24",24.916,"under","on","control","white","flashing",300
"1531","END",0,"1","amber","continuous","1","right","left","blonde","25",28.174,"under","on","control","amber","continuous",101.645
"1541","END",0,"1","blue","flashing","1","left","right","blonde","26",20.015,"under","on","control","blue","flashing",300
"1551","END",0,"1","white","continuous","2","left","right","blonde","26",20.015,"under","on","control","white","continuous",300
"1561","stationary_control_stop",7,"6","amber","continuous","2","left","right","spotted","1",47.792,"over","on","control","amber","continuous",168.405
"1571","stationary_control_stop",7,"2","green","flashing","2","right","left","spotted","1",47.792,"over","on","control","green","flashing",251.635
"1581","stationary_control_stop",7,"4","red","flashing","1","right","left","spotted","1",47.792,"over","on","control","red","flashing",116.265
"1591","stationary_control_stop",7,"5","red","continuous","1","right","left","spotted","3",37.201,"under","on","control","red","continuous",76.201
"1601","stationary_control_stop",7,"2","amber","flashing","2","left","right","spotted","4",32.184,"under","on","control","amber","flashing",74.3820000000001
"1612","stationary_control_stop",7,"4","royalblue","continuous","2","left","right","blonde","7",22.092,"under","on","control","royalblue","continuous",287.399
"1621","stationary_control_stop",7,"2","royalblue","continuous","2","right","left","smalleye","12",42.69,"under","on","control","royalblue","continuous",74.401
"1631","stationary_control_stop",7,"3","green","continuous","1","right","left","smalleye","13",41.709,"under","on","control","green","continuous",27.37
"1641","stationary_control_stop",7,"1","red","flashing","2","right","left","smalleye","13",41.709,"under","on","control","red","flashing",97.259
"1651","stationary_control_stop",7,"2","white","continuous","1","left","right","smalleye","13",41.709,"under","on","control","white","continuous",19.787
"1661","stationary_control_stop",7,"2","white","flashing","2","right","left","blonde","14",19.584,"under","on","control","white","flashing",32.096
"1671","stationary_control_stop",7,"2","white","continuous","2","right","left","blonde","16",16.53,"under","on","control","white","continuous",99.576
"1681","stationary_control_stop",7,"1","amber","continuous","2","right","left","spotted","21",31.901,"under","on","control","amber","continuous",150.032
"1691","stationary_control_stop",7,"3","blue","continuous","2","right","left","spotted","21",31.901,"under","on","control","blue","continuous",28.934
"1701","stationary_control_stop",7,"3","blue","flashing","1","right","left","spotted","21",31.901,"under","on","control","blue","flashing",43.694
"1712","stationary_control_stop",7,"2","white","continuous","2","left","right","spotted","21",31.901,"under","on","control","white","continuous",123.166
"1721","stationary_control_stop",7,"1","blue","flashing","2","left","right","blonde","25",28.174,"under","on","control","blue","flashing",46.8910000000001
"1731","END",0,"6","amber","flashing","1","right","left","spotted","1",47.792,"over","on","light","amber","flashing",117.466
"1741","END",0,"3","red","continuous","2","right","left","spotted","1",47.792,"over","on","light","red","continuous",237.238
"1751","END",0,"4","red","flashing","1","right","left","spotted","1",47.792,"over","on","light","red","flashing",90.201
"1761","END",0,"4","royalblue","continuous","2","left","right","spotted","1",47.792,"over","on","light","royalblue","continuous",260.601
"1771","END",0,"1","white","continuous","1","left","right","spotted","1",47.792,"over","on","light","white","continuous",300
"1781","END",0,"1","white","flashing","2","left","right","spotted","1",47.792,"over","on","light","white","flashing",109.466
"1791","END",0,"2","royalblue","flashing","2","right","left","spotted","3",37.201,"under","on","light","royalblue","flashing",300
"1801","END",0,"2","green","flashing","2","right","left","spotted","4",32.184,"under","on","light","green","flashing",300
"1812","END",0,"5","amber","flashing","1","left","right","blonde","5",53.026,"over","on","light","amber","flashing",178.001
"1821","END",0,"1","blue","continuous","2","right","left","blonde","5",53.026,"over","on","light","blue","continuous",300
"1831","END",0,"3","blue","flashing","1","left","right","blonde","5",53.026,"over","on","light","blue","flashing",240.177
"1841","END",0,"2","green","continuous","2","left","right","blonde","5",53.026,"over","on","light","green","continuous",155.87
"1851","END",0,"1","red","continuous","2","left","right","blonde","6",15.871,"under","on","light","red","continuous",115.334
"1861","END",0,"5","white","flashing","2","right","left","blonde","6",15.871,"under","on","light","white","flashing",292.561
"1871","END",0,"1","amber","continuous","2","right","left","blonde","7",22.092,"under","on","light","amber","continuous",300
"1881","END",0,"6","blue","flashing","1","right","left","blonde","7",22.092,"under","on","light","blue","flashing",300
"1891","END",0,"6","green","continuous","2","left","right","blonde","7",22.092,"under","on","light","green","continuous",91.987
"1901","END",0,"3","white","continuous","2","right","left","blonde","7",22.092,"under","on","light","white","continuous",193.437
"1912","END",0,"1","green","flashing","2","right","left","blonde","8",23.02,"under","on","light","green","flashing",207.501
"1921","END",0,"2","red","continuous","1","right","left","blonde","8",23.02,"under","on","light","red","continuous",300
"1931","END",0,"2","royalblue","continuous","2","right","left","spotted","10",33.765,"under","on","light","royalblue","continuous",300
"1941","END",0,"2","royalblue","continuous","2","right","left","smalleye","12",42.69,"under","on","light","royalblue","continuous",77.83
"1951","END",0,"5","royalblue","flashing","1","left","right","smalleye","12",42.69,"under","on","light","royalblue","flashing",300
"1961","END",0,"3","green","continuous","1","right","left","smalleye","13",41.709,"under","on","light","green","continuous",157.931
"1971","END",0,"1","red","flashing","2","right","left","smalleye","13",41.709,"under","on","light","red","flashing",31.266
"1981","END",0,"6","amber","continuous","1","right","left","blonde","14",19.584,"under","on","light","amber","continuous",94.183
"1991","END",0,"4","amber","continuous","2","left","right","blonde","15",18.886,"under","on","light","amber","continuous",34.0069999999999
"2001","END",0,"3","royalblue","continuous","2","right","left","blonde","15",18.886,"under","on","light","royalblue","continuous",300
"2012","END",0,"2","red","flashing","2","right","left","blonde","16",16.53,"under","on","light","red","flashing",189.734
"2021","END",0,"5","amber","continuous","2","right","left","blonde","19",28.603,"under","on","light","amber","continuous",51.058
"2031","END",0,"1","blue","continuous","1","left","right","blonde","20",27.627,"under","on","light","blue","continuous",300
"2041","END",0,"3","blue","continuous","2","right","left","spotted","21",31.901,"under","on","light","blue","continuous",160.622
"2051","END",0,"1","royalblue","flashing","1","right","left","spotted","21",31.901,"under","on","light","royalblue","flashing",300
"2061","END",0,"6","blue","continuous","2","left","right","spotted","23",48.91,"over","on","light","blue","continuous",300
"2071","END",0,"3","white","continuous","2","right","left","spotted","23",48.91,"over","on","light","white","continuous",214.153
"2081","END",0,"1","white","flashing","1","right","left","spotted","23",48.91,"over","on","light","white","flashing",300
"2091","END",0,"2","amber","continuous","2","right","left","blonde","24",24.916,"under","on","light","amber","continuous",300
"2102","END",0,"4","amber","flashing","2","right","left","blonde","25",28.174,"under","on","light","amber","flashing",300
"2112","END",0,"5","royalblue","flashing","2","right","left","blonde","25",28.174,"under","on","light","royalblue","flashing",284.708
"2121","stationary_light_stop",5,"3","blue","flashing","1","left","right","spotted","1",47.792,"over","on","light","blue","flashing",98.2319999999999
"2131","stationary_light_stop",5,"2","amber","flashing","2","left","right","spotted","4",32.184,"under","on","light","amber","flashing",83.368
"2141","stationary_light_stop",5,"1","royalblue","flashing","1","left","right","blonde","5",53.026,"over","on","light","royalblue","flashing",91.808
"2151","stationary_light_stop",5,"2","white","continuous","1","right","left","blonde","6",15.871,"under","on","light","white","continuous",33.799
"2161","stationary_light_stop",5,"2","amber","flashing","1","right","left","blonde","7",22.092,"under","on","light","amber","flashing",58.578
"2171","stationary_light_stop",5,"1","amber","continuous","2","right","left","blonde","9",22.637,"under","on","light","amber","continuous",20.867
"2181","stationary_light_stop",5,"1","amber","continuous","1","left","right","smalleye","12",42.69,"under","on","light","amber","continuous",59.499
"2191","stationary_light_stop",5,"1","red","continuous","1","right","left","smalleye","13",41.709,"under","on","light","red","continuous",104.167
"2201","stationary_light_stop",5,"2","white","continuous","1","left","right","smalleye","13",41.709,"under","on","light","white","continuous",39.1740000000001
"2212","stationary_light_stop",5,"2","red","flashing","1","left","right","spotted","21",31.901,"under","on","light","red","flashing",24.506
"2221","stationary_light_stop",5,"2","white","continuous","2","left","right","spotted","21",31.901,"under","on","light","white","continuous",96.38
"2231","stationary_light_stop",5,"1","amber","continuous","1","right","left","blonde","25",28.174,"under","on","light","amber","continuous",42.183
"2241","stationary_light_stop",5,"1","red","flashing","2","right","left","blonde","25",28.174,"under","on","light","red","flashing",96.8360000000001
"2251","END",0,"6","amber","flashing","1","left","right","spotted","10",33.765,"under","off","both","off","off",0
"2261","END",0,"1","blue","continuous","2","left","right","blonde","24",24.916,"under","off","both","off","off",0
"2271","END",0,"1","red","continuous","2","left","right","blonde","6",15.871,"under","off","both","off","off",0
"2281","END",0,"5","white","flashing","2","right","left","blonde","6",15.871,"under","off","both","off","off",0
"2291","END",0,"6","amber","continuous","1","right","left","blonde","14",19.584,"under","off","both","off","off",0
"2301","END",0,"5","amber","continuous","2","right","left","blonde","19",28.603,"under","off","both","off","off",0
"2312","stationary_light_stop",5,"1","red","flashing","2","right","left","blonde","25",28.174,"under","off","both","off","off",0
"2321","stationary_control_stop",8,"1","amber","flashing","2","left","right","spotted","3",37.201,"under","on","both","amber","flashing",0
"2331","stationary_control_stop",8,"1","green","continuous","2","left","right","spotted","10",33.765,"under","on","both","green","continuous",0
"2341","stationary_control_stop",8,"1","blue","continuous","1","left","right","blonde","16",16.53,"under","on","both","blue","continuous",0
"2351","stationary_control_stop",8,"6","red","continuous","2","left","right","blonde","19",28.603,"under","on","both","red","continuous",0
"2361","stationary_control_stop",8,"5","red","continuous","2","left","right","blonde","24",24.916,"under","on","both","red","continuous",0
"2371","stationary_control_stop",8,"3","green","flashing","2","left","right","blonde","25",28.174,"under","on","both","green","flashing",0
"2381","MIDDLE",2,"4","white","flashing","1","left","right","spotted","21",31.901,"under","on","both","white","flashing",0
"2391","stationary_light_stop",6,"5","royalblue","flashing","1","right","left","spotted","2",33.627,"under","on","both","royalblue","flashing",0
"2401","stationary_light_stop",6,"4","red","flashing","2","right","left","spotted","3",37.201,"under","on","both","red","flashing",0
"2412","stationary_light_stop",6,"5","red","continuous","2","right","left","blonde","7",22.092,"under","on","both","red","continuous",0
"2421","stationary_light_stop",6,"5","blue","flashing","1","right","left","spotted","10",33.765,"under","on","both","blue","flashing",0
"2431","stationary_light_stop",6,"4","red","continuous","1","right","left","blonde","14",19.584,"under","on","both","red","continuous",0
"2441","stationary_light_stop",6,"4","amber","flashing","2","left","right","blonde","19",28.603,"under","on","both","amber","flashing",0
